REVENUE,CROSS_SELL_SUCCESS,NAME,EMAIL,FIRST_NAME,FAMILY_NAME,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,MOBILE_NUMBER,CANCELLATIONS_BEFORE_NOON,CANCELLATIONS_AFTER_NOON,TASTES_AND_PREFERENCES,PC_LOGINS,MOBILE_LOGINS,WEEKLY_PLAN,EARLY_DELIVERIES,LATE_DELIVERIES,PACKAGE_LOCKER,REFRIGERATED_LOCKER,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED,MEDIAN_MEAL_RATING,AVG_CLICKS_PER_VISIT,TOTAL_PHOTOS_VIEWED
1189.00,1,Mycah,mycah@intel.com,Mycah,Mycah,121.00,7.00,6.00,4.00,70.18,1.00,1.00,0.00,1.00,6.00,1.00,3.00,0.00,4.00,1.00,0.00,153.50,6.00,0.00,3.00,14.00,0.00
2902.50,1,Ondrew Locke,ondrew.locke@protonmail.com,Ondrew,Locke,130.00,6.00,7.00,2.00,114.60,1.00,0.00,0.00,1.00,6.00,2.00,1.00,2.00,0.00,1.00,1.00,211.00,6.00,2.00,3.00,11.00,0.00
4200.00,1,Podrick Payne,podrick.payne@intel.com,Podrick,Payne,76.00,3.00,10.00,10.00,98.44,1.00,0.00,0.00,1.00,6.00,2.00,0.00,4.00,2.00,0.00,0.00,253.80,6.00,1.00,4.00,10.00,526.00
2222.50,1,Ronnel Stout,ronnel.stout@mcdonalds.com,Ronnel,Stout,34.00,1.00,5.00,1.00,36.00,1.00,4.00,0.00,1.00,4.00,1.00,5.00,4.00,2.00,0.00,0.00,153.10,6.00,1.00,2.00,14.00,0.00
1260.00,1,Ryam Florent,ryam.florent@protonmail.com,Ryam,Florent,72.00,3.00,5.00,9.00,85.68,1.00,1.00,0.00,1.00,6.00,1.00,10.00,0.00,1.00,0.00,0.00,156.00,6.00,0.00,4.00,10.00,0.00
1040.00,1,Salloreon,salloreon@protonmail.com,Salloreon,Salloreon,13.00,5.00,12.00,4.00,58.20,1.00,2.00,0.00,1.00,6.00,2.00,24.00,7.00,2.00,0.00,0.00,222.90,6.00,0.00,1.00,15.00,0.00
1625.00,1,Shagga,shagga@cocacola.com,Shagga,Shagga,47.00,4.00,7.00,8.00,90.44,1.00,3.00,0.00,1.00,5.00,1.00,12.00,0.00,4.00,0.00,0.00,171.60,6.00,0.00,3.00,12.00,0.00
2925.00,1,Simon Leygood,simon.leygood@msn.com,Simon,Leygood,76.00,5.00,7.00,2.00,156.96,0.00,3.00,0.00,1.00,5.00,1.00,45.00,0.00,4.00,1.00,0.00,231.20,6.00,1.00,4.00,10.00,210.00
4920.00,1,Steffon Baratheon,steffon.baratheon@yahoo.com,Steffon,Baratheon,493.00,19.00,9.00,10.00,137.41,1.00,5.00,0.00,1.00,5.00,1.00,0.00,0.00,5.00,0.00,0.00,265.60,6.00,1.00,4.00,11.00,456.00
2000.00,1,Talea,talea@gmail.com,Talea,Talea,50.00,4.00,7.00,8.00,127.98,1.00,0.00,0.00,1.00,5.00,1.00,0.00,0.00,8.00,1.00,0.00,168.80,6.00,0.00,3.00,13.00,0.00
3967.50,1,Tyene Sand,tyene.sand@mmm.com,Tyene,Sand,115.00,7.00,9.00,2.00,99.89,1.00,1.00,1.00,1.00,6.00,2.00,50.00,0.00,0.00,1.00,0.00,197.80,6.00,1.00,4.00,12.00,320.00
1540.00,1,Waldon Wynch,waldon.wynch@gmail.com,Waldon,Wynch,83.00,3.00,5.00,2.00,139.50,1.00,2.00,1.00,1.00,5.00,1.00,0.00,6.00,3.00,1.00,1.00,205.00,6.00,1.00,3.00,13.00,256.00
1850.00,1,Warryn Beesbury,warryn.beesbury@protonmail.com,Warryn,Beesbury,59.00,7.00,6.00,10.00,114.58,1.00,1.00,0.00,1.00,6.00,2.00,48.00,0.00,0.00,0.00,0.00,161.00,6.00,1.00,3.00,13.00,0.00
4350.00,1,Will,will@jpmorgan.com,Will,Will,102.00,3.00,8.00,7.00,109.00,0.00,1.00,0.00,1.00,5.00,2.00,24.00,9.00,1.00,1.00,0.00,207.80,6.00,1.00,4.00,11.00,100.00
6100.00,1,Willem Frey,willem.frey@caterpillar.com,Willem,Frey,278.00,5.00,8.00,3.00,134.93,1.00,1.00,3.00,0.00,5.00,2.00,12.00,1.00,4.00,1.00,1.00,267.40,6.00,2.00,4.00,10.00,472.00
3547.50,1,Osmund Kettleblack,osmund.kettleblack@gmail.com,Osmund,Kettleblack,79.00,2.00,9.00,2.00,169.70,1.00,2.00,0.00,1.00,5.00,2.00,14.00,0.00,10.00,0.00,0.00,171.20,6.00,1.00,4.00,9.00,270.00
4800.00,1,Qarro Volentin,qarro.volentin@yahoo.com,Qarro,Volentin,200.00,6.00,10.00,9.00,143.57,1.00,0.00,0.00,1.00,6.00,1.00,0.00,0.00,4.00,0.00,0.00,192.20,6.00,1.00,4.00,9.00,200.00
2850.00,1,Robert Paege,robert.paege@msn.com,Robert,Paege,54.00,3.00,8.00,5.00,100.60,1.00,0.00,0.00,1.00,5.00,1.00,0.00,0.00,3.00,1.00,0.00,187.90,6.00,1.00,3.00,14.00,0.00
3262.50,1,Robett Glover,robett.glover@gmail.com,Robett,Glover,241.00,7.00,6.00,10.00,122.92,1.00,0.00,0.00,1.00,6.00,2.00,6.00,0.00,1.00,0.00,0.00,216.10,6.00,2.00,3.00,13.00,0.00
2968.50,1,Robin Ryger,robin.ryger@jnj.com,Robin,Ryger,90.00,3.00,8.00,10.00,114.00,1.00,2.00,0.00,1.00,6.00,2.00,0.00,0.00,8.00,0.00,0.00,228.50,6.00,1.00,4.00,10.00,72.00
1405.00,1,Robyn Rhysling,robyn.rhysling@gmail.com,Robyn,Rhysling,64.00,7.00,5.00,7.00,98.50,1.00,0.00,0.00,1.00,5.00,1.00,12.00,0.00,6.00,1.00,0.00,162.50,6.00,0.00,3.00,12.00,0.00
1191.00,1,Talla Tarly,talla.tarly@microsoft.com,Talla,Tarly,33.00,6.00,4.00,7.00,78.28,1.00,1.00,0.00,0.00,6.00,2.00,49.00,0.00,0.00,1.00,0.00,165.60,6.00,0.00,3.00,14.00,0.00
2719.50,1,Terrance Lynderly,terrance.lynderly@msn.com,Terrance,Lynderly,94.00,9.00,5.00,9.00,114.00,1.00,1.00,0.00,1.00,6.00,1.00,5.00,2.00,2.00,0.00,0.00,216.10,6.00,1.00,3.00,13.00,227.00
1680.00,1,Tommen Costayne,tommen.costayne@unitedtech.com,Tommen,Costayne,120.00,6.00,7.00,4.00,176.71,1.00,1.00,0.00,0.00,5.00,1.00,9.00,0.00,10.00,1.00,1.00,174.20,6.00,1.00,3.00,15.00,0.00
4884.00,1,Umfred,umfred@yahoo.com,Umfred,Umfred,194.00,3.00,9.00,10.00,120.91,1.00,1.00,0.00,1.00,6.00,1.00,0.00,1.00,4.00,0.00,0.00,255.10,6.00,2.00,4.00,9.00,515.00
2661.00,1,Urrathon,urrathon@unitedtech.com,Urrathon,Urrathon,88.00,2.00,6.00,7.00,128.60,1.00,2.00,0.00,1.00,4.00,1.00,35.00,0.00,1.00,0.00,0.00,232.20,6.00,1.00,3.00,13.00,0.00
3075.00,1,Vardis Egen,vardis.egen@passport.com,Vardis,Egen,69.00,9.00,9.00,2.00,124.04,1.00,0.00,0.00,1.00,5.00,2.00,4.00,0.00,6.00,1.00,0.00,204.20,6.00,1.00,4.00,12.00,306.00
1840.00,1,Wendel Manderly,wendel.manderly@mmm.com,Wendel,Manderly,153.00,6.00,6.00,7.00,150.84,1.00,0.00,0.00,1.00,6.00,0.00,0.00,1.00,3.00,1.00,0.00,149.00,6.00,1.00,3.00,14.00,0.00
3679.50,1,Qalen,qalen@hotmail.com,Qalen,Qalen,84.00,3.00,10.00,10.00,113.63,1.00,0.00,0.00,0.00,5.00,1.00,11.00,0.00,0.00,1.00,0.00,153.70,6.00,0.00,4.00,12.00,258.00
2707.50,1,Wolmer,wolmer@me.com,Wolmer,Wolmer,98.00,6.00,8.00,3.00,132.74,1.00,0.00,0.00,0.00,6.00,2.00,7.00,0.00,1.00,0.00,0.00,228.80,6.00,2.00,3.00,14.00,283.00
1500.00,1,Osney Kettleblack,osney.kettleblack@gmail.com,Osney,Kettleblack,102.00,2.00,6.00,7.00,110.50,1.00,0.00,1.00,1.00,5.00,1.00,1.00,8.00,10.00,1.00,0.00,174.00,6.00,1.00,3.00,14.00,0.00
2063.00,1,Oznak zo Pahl,oznak.zo.pahl@passport.com,Oznak,zo Pahl,57.00,3.00,6.00,8.00,78.60,1.00,4.00,0.00,1.00,5.00,2.00,12.00,0.00,1.00,1.00,0.00,134.40,6.00,0.00,5.00,6.00,200.00
2095.00,1,Bryen Farring,bryen.farring@live.com,Bryen,Farring,74.00,3.00,8.00,2.00,80.93,1.00,3.00,0.00,1.00,6.00,1.00,3.00,9.00,2.00,0.00,0.00,206.80,6.00,1.00,2.00,14.00,0.00
3900.00,1,Rhialta Vance,rhialta.vance@dupont.com,Rhialta,Vance,195.00,9.00,9.00,10.00,81.13,1.00,7.00,0.00,1.00,6.00,2.00,25.00,3.00,6.00,1.00,1.00,236.20,6.00,2.00,3.00,13.00,0.00
3090.00,1,Rickard Karstark,rickard.karstark@live.com,Rickard,Karstark,256.00,12.00,7.00,5.00,120.34,1.00,2.00,0.00,1.00,6.00,2.00,30.00,0.00,2.00,0.00,0.00,218.40,6.00,1.00,3.00,11.00,198.00
2760.00,1,Robert Frey (son of Raymund),robert.frey.(son.of.raymund)@gmail.com,Robert,Frey ,100.00,4.00,5.00,2.00,108.42,1.00,1.00,0.00,0.00,5.00,1.00,6.00,0.00,1.00,1.00,0.00,208.40,6.00,0.00,3.00,15.00,0.00
3195.00,1,Sallei Paege,sallei.paege@amex.com,Sallei,Paege,112.00,3.00,6.00,2.00,138.22,1.00,2.00,0.00,1.00,6.00,1.00,0.00,2.00,0.00,0.00,0.00,182.20,6.00,1.00,4.00,9.00,240.00
1795.00,1,Sandor Clegane,sandor.clegane@visa.com,Sandor,Clegane,68.00,8.00,5.00,10.00,92.18,1.00,0.00,0.00,0.00,5.00,1.00,26.00,4.00,6.00,0.00,0.00,145.60,6.00,1.00,3.00,13.00,0.00
5722.50,1,Sebaston Farman,sebaston.farman@cisco.com,Sebaston,Farman,57.00,1.00,7.00,1.00,52.00,1.00,2.00,0.00,1.00,6.00,1.00,0.00,0.00,1.00,0.00,0.00,223.20,6.00,1.00,3.00,11.00,372.00
1450.00,1,Sigfry Stonetree,sigfry.stonetree@microsoft.com,Sigfry,Stonetree,53.00,2.00,5.00,7.00,91.44,1.00,0.00,0.00,1.00,5.00,1.00,0.00,4.00,0.00,1.00,0.00,150.50,6.00,0.00,2.00,15.00,0.00
2130.00,1,Stonesnake,stonesnake@travelers.com,Stonesnake,Stonesnake,76.00,9.00,8.00,10.00,104.50,0.00,0.00,0.00,1.00,5.00,1.00,19.00,4.00,7.00,0.00,0.00,182.00,6.00,1.00,4.00,9.00,0.00
1350.00,1,Ternesio Terys,ternesio.terys@gmail.com,Ternesio,Terys,49.00,7.00,5.00,6.00,92.46,1.00,5.00,0.00,1.00,5.00,2.00,0.00,0.00,0.00,1.00,1.00,165.60,6.00,0.00,3.00,13.00,564.00
3322.50,1,Trebor Jordayne,trebor.jordayne@cocacola.com,Trebor,Jordayne,59.00,4.00,8.00,1.00,121.03,1.00,2.00,0.00,1.00,6.00,2.00,0.00,0.00,5.00,0.00,0.00,196.80,6.00,1.00,4.00,10.00,84.00
2625.00,1,Tregar,tregar@gmail.com,Tregar,Tregar,71.00,1.00,7.00,10.00,58.00,1.00,3.00,0.00,1.00,6.00,0.00,23.00,4.00,3.00,1.00,0.00,149.50,6.00,1.00,3.00,11.00,128.00
1260.00,1,Ulf the White,ulf.the.white@mcdonalds.com,Ulf,the White,55.00,2.00,7.00,5.00,103.25,1.00,6.00,1.00,1.00,6.00,2.00,10.00,2.00,4.00,1.00,1.00,173.40,6.00,0.00,3.00,11.00,0.00
1650.00,1,Wat (Standfast),wat.(standfast)@ibm.com,Wat,,63.00,4.00,5.00,4.00,160.00,1.00,0.00,0.00,1.00,6.00,2.00,12.00,0.00,18.00,0.00,0.00,177.40,6.00,1.00,2.00,16.00,0.00
2788.50,1,Wendamyr,wendamyr@protonmail.com,Wendamyr,Wendamyr,101.00,3.00,9.00,1.00,99.38,1.00,1.00,0.00,1.00,6.00,1.00,35.00,0.00,1.00,1.00,1.00,194.90,6.00,1.00,3.00,12.00,246.00
3720.00,1,Softfoot,softfoot@live.com,Softfoot,Softfoot,115.00,3.00,9.00,4.00,95.26,0.00,4.00,0.00,0.00,5.00,1.00,9.00,5.00,2.00,1.00,0.00,163.00,6.00,1.00,4.00,12.00,270.00
3630.00,1,Willow Heddle,willow.heddle@passport.com,Willow,Heddle,73.00,5.00,10.00,7.00,108.00,1.00,4.00,0.00,1.00,5.00,1.00,5.00,0.00,2.00,0.00,0.00,217.20,6.00,1.00,4.00,9.00,295.00
1180.00,1,Wylis Manderly,wylis.manderly@yahoo.com,Wylis,Manderly,45.00,5.00,3.00,10.00,120.08,1.00,0.00,0.00,1.00,5.00,1.00,3.00,0.00,9.00,1.00,0.00,144.00,6.00,0.00,1.00,15.00,270.00
3067.50,1,Yormwell,yormwell@aol.com,Yormwell,Yormwell,197.00,9.00,8.00,1.00,102.75,1.00,1.00,0.00,0.00,5.00,1.00,22.00,0.00,0.00,1.00,1.00,197.10,6.00,1.00,3.00,11.00,0.00
2050.00,0,Agrivane,agrivane@pfizer.com,Agrivane,Agrivane,76.00,4.00,6.00,3.00,83.80,1.00,2.00,0.00,1.00,5.00,1.00,14.00,3.00,5.00,0.00,0.00,211.00,6.00,2.00,3.00,11.00,0.00
1790.00,0,Ballabar,ballabar@unitedtech.com,Ballabar,Ballabar,89.00,9.00,5.00,7.00,89.24,1.00,3.00,1.00,0.00,6.00,1.00,0.00,0.00,9.00,0.00,0.00,151.50,6.00,1.00,3.00,12.00,0.00
2050.00,0,Bennard Brune,bennard.brune@mcdonalds.com,Bennard,Brune,173.00,3.00,5.00,6.00,102.80,0.00,2.00,1.00,0.00,5.00,2.00,2.00,0.00,7.00,1.00,0.00,196.40,6.00,1.00,3.00,12.00,660.00
1240.00,0,Bethany Bolton,bethany.bolton@yahoo.com,Bethany,Bolton,40.00,2.00,1.00,2.00,181.00,1.00,1.00,0.00,0.00,5.00,1.00,0.00,1.00,0.00,1.00,1.00,161.00,6.00,1.00,2.00,16.00,0.00
2085.00,0,Castos,castos@gmail.com,Castos,Castos,57.00,9.00,7.00,10.00,85.50,1.00,1.00,0.00,1.00,6.00,1.00,4.00,0.00,3.00,0.00,0.00,171.00,6.00,0.00,3.00,14.00,196.00
1240.00,0,Cerrick,cerrick@gmail.com,Cerrick,Cerrick,42.00,8.00,4.00,3.00,92.44,1.00,1.00,0.00,0.00,5.00,2.00,13.00,5.00,0.00,0.00,0.00,158.40,6.00,0.00,4.00,10.00,0.00
2835.00,0,Chiggen,chiggen@protonmail.com,Chiggen,Chiggen,59.00,6.00,7.00,5.00,92.28,0.00,0.00,0.00,1.00,5.00,2.00,1.00,2.00,7.00,0.00,0.00,202.00,6.00,1.00,3.00,13.00,0.00
3300.00,0,Clarence Crabb,clarence.crabb@yahoo.com,Clarence,Crabb,62.00,9.00,7.00,10.00,150.65,1.00,0.00,0.00,1.00,6.00,0.00,6.00,4.00,4.00,0.00,0.00,221.70,6.00,1.00,3.00,12.00,0.00
2880.00,0,Clement Piper,clement.piper@protonmail.com,Clement,Piper,220.00,11.00,8.00,9.00,76.00,1.00,1.00,0.00,1.00,5.00,1.00,11.00,0.00,1.00,0.00,0.00,241.10,6.00,1.00,3.00,11.00,525.00
5887.50,0,Dywen,dywen@gmail.com,Dywen,Dywen,88.00,5.00,9.00,8.00,146.50,1.00,0.00,0.00,1.00,5.00,1.00,5.00,5.00,2.00,0.00,0.00,212.10,6.00,1.00,4.00,9.00,315.00
2517.00,0,Emberlei Frey,emberlei.frey@dupont.com,Emberlei,Frey,68.00,6.00,6.00,6.00,151.87,0.00,0.00,1.00,0.00,5.00,1.00,52.00,0.00,4.00,1.00,0.00,162.00,6.00,1.00,3.00,12.00,0.00
1750.00,0,Jothos Slynt,jothos.slynt@passport.com,Jothos,Slynt,49.00,4.00,9.00,8.00,118.84,1.00,1.00,0.00,1.00,6.00,1.00,0.00,0.00,0.00,1.00,1.00,137.40,6.00,1.00,3.00,14.00,0.00
1188.00,0,Garth Greyfeather,garth.greyfeather@mcdonalds.com,Garth,Greyfeather,30.00,2.00,3.00,5.00,65.18,1.00,1.00,0.00,1.00,5.00,2.00,0.00,1.00,4.00,0.00,0.00,153.50,6.00,0.00,3.00,13.00,0.00
1000.00,0,Gretchel,gretchel@yahoo.com,Gretchel,Gretchel,15.00,7.00,12.00,3.00,102.25,1.00,1.00,1.00,1.00,5.00,1.00,12.00,0.00,2.00,1.00,0.00,166.40,6.00,0.00,1.00,19.00,0.00
1575.00,0,Gueren,gueren@gmail.com,Gueren,Gueren,89.00,5.00,7.00,8.00,111.40,1.00,0.00,0.00,0.00,5.00,2.00,6.00,0.00,2.00,0.00,0.00,153.90,6.00,1.00,3.00,13.00,0.00
1429.00,0,Ben,ben@hotmail.com,Ben,Ben,89.00,3.00,6.00,3.00,108.10,1.00,3.00,1.00,1.00,6.00,2.00,11.00,1.00,4.00,0.00,0.00,237.70,6.00,1.00,3.00,13.00,0.00
2565.00,0,Harrold Osgrey,harrold.osgrey@gmail.com,Harrold,Osgrey,50.00,4.00,8.00,9.00,94.40,1.00,5.00,1.00,1.00,5.00,0.00,13.00,0.00,1.00,1.00,1.00,199.50,6.00,1.00,3.00,11.00,0.00
3900.00,0,Hop-Robin,hop-robin@protonmail.com,Hop-Robin,Hop-Robin,76.00,7.00,7.00,6.00,88.00,1.00,0.00,0.00,1.00,6.00,1.00,0.00,0.00,1.00,1.00,1.00,263.00,6.00,1.00,4.00,10.00,473.00
3675.00,0,Ironbelly,ironbelly@disney.com,Ironbelly,Ironbelly,126.00,6.00,6.00,2.00,115.25,0.00,1.00,0.00,1.00,6.00,1.00,1.00,1.00,4.00,0.00,0.00,166.20,6.00,1.00,4.00,9.00,0.00
4132.50,0,Jodge,jodge@gmail.com,Jodge,Jodge,78.00,3.00,8.00,9.00,100.62,1.00,0.00,1.00,0.00,6.00,1.00,30.00,4.00,0.00,0.00,0.00,216.10,6.00,1.00,4.00,10.00,300.00
2550.00,0,Kirby Pimm,kirby.pimm@gmail.com,Kirby,Pimm,136.00,6.00,7.00,1.00,105.56,1.00,0.00,0.00,1.00,6.00,1.00,36.00,0.00,2.00,1.00,0.00,182.90,6.00,0.00,3.00,12.00,120.00
2785.50,0,Lymond Vikary,lymond.vikary@aol.com,Lymond,Vikary,100.00,8.00,6.00,1.00,85.95,1.00,1.00,0.00,0.00,5.00,2.00,35.00,1.00,1.00,1.00,0.00,225.60,6.00,1.00,3.00,12.00,0.00
960.00,0,Matarys Targaryen,matarys.targaryen@yahoo.com,Matarys,Targaryen,13.00,8.00,11.00,10.00,85.50,1.00,0.00,0.00,1.00,5.00,2.00,14.00,3.00,3.00,0.00,0.00,113.70,6.00,0.00,1.00,16.00,0.00
2902.50,0,Mela,mela@yahoo.com,Mela,Mela,138.00,4.00,7.00,9.00,131.51,1.00,0.00,0.00,0.00,4.00,2.00,12.00,0.00,0.00,0.00,0.00,222.30,6.00,2.00,3.00,13.00,1115.00
1610.00,0,Melaquin,melaquin@protonmail.com,Melaquin,Melaquin,41.00,4.00,3.00,2.00,106.44,1.00,1.00,0.00,0.00,6.00,1.00,0.00,0.00,8.00,1.00,0.00,147.90,6.00,0.00,2.00,17.00,0.00
3105.00,0,Moro,moro@protonmail.com,Moro,Moro,258.00,7.00,7.00,8.00,128.01,0.00,1.00,0.00,1.00,6.00,2.00,13.00,2.00,2.00,0.00,0.00,163.60,6.00,1.00,4.00,9.00,208.00
1810.00,0,Murmison,murmison@yahoo.com,Murmison,Murmison,63.00,3.00,9.00,2.00,119.20,1.00,1.00,0.00,1.00,5.00,2.00,2.00,0.00,2.00,0.00,0.00,165.90,6.00,0.00,3.00,13.00,122.00
2520.00,0,Myrcella Baratheon,myrcella.baratheon@protonmail.com,Myrcella,Baratheon,120.00,3.00,7.00,10.00,123.96,1.00,0.00,0.00,1.00,5.00,2.00,4.00,0.00,0.00,1.00,1.00,195.90,6.00,1.00,3.00,12.00,0.00
1600.00,0,Nella,nella@yahoo.com,Nella,Nella,50.00,3.00,7.00,2.00,88.50,1.00,3.00,0.00,1.00,5.00,1.00,52.00,3.00,3.00,0.00,0.00,188.20,6.00,2.00,3.00,14.00,0.00
1700.00,0,Nissa Nissa,nissa.nissa@live.com,Nissa,Nissa,77.00,3.00,7.00,10.00,108.67,1.00,2.00,0.00,1.00,6.00,1.00,22.00,0.00,1.00,1.00,0.00,143.00,6.00,1.00,3.00,13.00,0.00
2505.00,0,Nolla,nolla@gmail.com,Nolla,Nolla,79.00,2.00,5.00,1.00,113.16,1.00,0.00,0.00,0.00,5.00,1.00,5.00,0.00,0.00,1.00,1.00,189.40,6.00,1.00,3.00,15.00,44.00
1350.00,0,Nysterica,nysterica@mcdonalds.com,Nysterica,Nysterica,48.00,2.00,5.00,3.00,93.82,1.00,0.00,0.00,1.00,5.00,1.00,39.00,0.00,2.00,0.00,0.00,186.60,6.00,0.00,3.00,14.00,657.00
1310.00,0,Ossifer Plumm,ossifer.plumm@homedepot.com,Ossifer,Plumm,72.00,8.00,3.00,3.00,112.09,0.00,0.00,0.00,1.00,5.00,2.00,0.00,1.00,9.00,0.00,0.00,171.60,6.00,1.00,2.00,15.00,0.00
1910.00,0,Othor,othor@gmail.com,Othor,Othor,84.00,4.00,7.00,2.00,84.37,1.00,1.00,0.00,0.00,6.00,1.00,4.00,0.00,2.00,0.00,0.00,169.20,6.00,1.00,3.00,13.00,0.00
2706.00,0,Pia,pia@gmail.com,Pia,Pia,71.00,2.00,6.00,3.00,171.82,1.00,0.00,0.00,0.00,5.00,2.00,45.00,6.00,4.00,1.00,0.00,198.10,6.00,1.00,3.00,13.00,288.00
4275.00,0,Pypar,pypar@protonmail.com,Pypar,Pypar,119.00,5.00,8.00,1.00,100.67,1.00,0.00,0.00,1.00,6.00,1.00,15.00,4.00,6.00,0.00,0.00,174.30,6.00,1.00,4.00,10.00,284.00
1600.00,0,Qotho,qotho@yahoo.com,Qotho,Qotho,45.00,2.00,6.00,3.00,84.00,1.00,1.00,0.00,1.00,6.00,2.00,0.00,7.00,3.00,0.00,0.00,200.70,6.00,0.00,2.00,17.00,0.00
1640.00,0,Quent,quent@gmail.com,Quent,Quent,50.00,4.00,8.00,1.00,120.34,0.00,3.00,0.00,1.00,6.00,1.00,0.00,2.00,1.00,0.00,0.00,175.20,6.00,0.00,3.00,14.00,0.00
3282.00,0,Racallio Ryndoon,racallio.ryndoon@gmail.com,Racallio,Ryndoon,61.00,8.00,8.00,1.00,73.25,1.00,2.00,1.00,0.00,6.00,1.00,0.00,0.00,0.00,1.00,0.00,183.60,6.00,1.00,3.00,14.00,288.00
3240.00,0,Renly Baratheon,renly.baratheon@chevron.com,Renly,Baratheon,139.00,6.00,8.00,2.00,90.75,1.00,4.00,1.00,1.00,7.00,1.00,11.00,1.00,0.00,0.00,0.00,209.40,6.00,1.00,3.00,14.00,0.00
1770.00,0,Rob,rob@unitedtech.com,Rob,Rob,39.00,9.00,7.00,10.00,148.76,1.00,0.00,0.00,1.00,6.00,2.00,24.00,0.00,2.00,1.00,0.00,168.00,6.00,0.00,2.00,18.00,0.00
3988.50,0,Scarb,scarb@microsoft.com,Scarb,Scarb,101.00,7.00,7.00,10.00,96.09,1.00,0.00,1.00,1.00,5.00,2.00,7.00,4.00,10.00,0.00,0.00,210.00,6.00,2.00,4.00,10.00,120.00
1369.00,0,Xaro Xhoan Daxos,xaro.xhoan.daxos@live.com,Xaro,Xhoan Daxos,74.00,2.00,6.00,10.00,110.00,0.00,0.00,0.00,0.00,5.00,2.00,19.00,0.00,4.00,1.00,0.00,168.00,6.00,0.00,3.00,13.00,164.00
1710.00,0,Enger,enger@aol.com,Enger,Enger,63.00,6.00,4.00,6.00,91.47,1.00,1.00,0.00,1.00,5.00,2.00,0.00,0.00,0.00,1.00,1.00,171.60,6.00,1.00,3.00,12.00,318.00
1080.00,0,Pate (Standfast),pate.(standfast)@aol.com,Pate,,12.00,5.00,11.00,7.00,75.25,1.00,0.00,0.00,1.00,5.00,2.00,0.00,0.00,5.00,0.00,0.00,166.80,6.00,0.00,2.00,16.00,0.00
2688.00,0,Stiv,stiv@hotmail.com,Stiv,Stiv,90.00,7.00,7.00,8.00,111.41,1.00,0.00,0.00,1.00,6.00,2.00,14.00,0.00,1.00,0.00,0.00,203.70,6.00,1.00,3.00,14.00,0.00
2250.50,0,Terro,terro@ge.org,Terro,Terro,45.00,1.00,4.00,8.00,36.00,1.00,2.00,0.00,1.00,6.00,1.00,2.00,0.00,0.00,0.00,0.00,156.00,6.00,0.00,3.00,15.00,260.00
6562.50,0,Aenys I Targaryen,aenys.i.targaryen@passport.com,Aenys,I Targaryen,65.00,1.00,9.00,6.00,48.00,1.00,1.00,0.00,0.00,5.00,2.00,0.00,9.00,0.00,0.00,0.00,187.40,6.00,1.00,4.00,10.00,310.00
1295.00,0,Illifer,illifer@hotmail.com,Illifer,Illifer,49.00,3.00,4.00,7.00,101.00,1.00,0.00,0.00,0.00,5.00,2.00,11.00,1.00,3.00,0.00,0.00,205.80,6.00,1.00,3.00,14.00,0.00
2070.00,0,Elwood Meadows,elwood.meadows@passport.com,Elwood,Meadows,66.00,8.00,7.00,7.00,129.53,1.00,1.00,1.00,1.00,5.00,1.00,8.00,1.00,5.00,0.00,0.00,184.80,6.00,1.00,3.00,14.00,0.00
4020.00,0,Tormund,tormund@gmail.com,Tormund,Tormund,70.00,3.00,10.00,10.00,116.70,0.00,0.00,0.00,1.00,6.00,2.00,0.00,3.00,2.00,0.00,0.00,190.50,6.00,1.00,4.00,11.00,302.00
2550.00,0,Jate,jate@hotmail.com,Jate,Jate,96.00,4.00,6.00,3.00,120.61,1.00,0.00,0.00,1.00,5.00,2.00,40.00,0.00,2.00,0.00,0.00,180.20,6.00,1.00,5.00,5.00,85.00
2000.00,0,Chayle,chayle@aol.com,Chayle,Chayle,56.00,8.00,8.00,3.00,221.02,1.00,1.00,0.00,1.00,6.00,2.00,8.00,1.00,6.00,0.00,0.00,226.70,6.00,1.00,3.00,13.00,0.00
2100.00,0,Rast,rast@me.com,Rast,Rast,112.00,3.00,7.00,8.00,90.50,1.00,1.00,0.00,1.00,7.00,2.00,45.00,1.00,2.00,1.00,0.00,190.80,6.00,1.00,3.00,14.00,0.00
4350.00,0,Qos,qos@live.com,Qos,Qos,84.00,5.00,7.00,2.00,93.30,1.00,2.00,0.00,1.00,7.00,2.00,7.00,0.00,2.00,0.00,0.00,236.50,6.00,1.00,4.00,11.00,673.00
5520.00,0,Val,val@ibm.com,Val,Val,265.00,7.00,10.00,2.00,138.36,1.00,2.00,0.00,0.00,7.00,1.00,0.00,0.00,0.00,0.00,0.00,249.20,6.00,1.00,4.00,9.00,730.00
4365.00,0,Mohor,mohor@hotmail.com,Mohor,Mohor,81.00,4.00,8.00,9.00,111.43,1.00,1.00,0.00,1.00,6.00,2.00,36.00,0.00,6.00,0.00,0.00,246.60,6.00,1.00,3.00,11.00,0.00
1000.00,0,Luton,luton@msn.com,Luton,Luton,14.00,5.00,11.00,9.00,105.60,1.00,1.00,0.00,1.00,5.00,2.00,1.00,9.00,3.00,1.00,0.00,187.20,6.00,0.00,3.00,11.00,0.00
